"dispnum3","dispnum4","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
4203,-9,"SAU",670,-9,6,1997,4,8,1998,1,1,1,0,-9,-9,17,4,1,"4.01"
4205,-9,"IRQ",645,29,9,1997,-9,4,1998,0,0,0,0,0,0,15,4,1,"4.01"
4205,-9,"IRN",630,29,9,1997,-9,4,1998,1,1,2,0,0,0,16,4,1,"4.01"
4206,-9,"IRQ",645,5,9,1996,17,2,1999,0,0,0,0,0,0,0,1,1,"4.01"
4206,-9,"TUR",640,5,9,1996,17,2,1999,1,1,2,0,0,0,16,4,1,"4.01"
4208,-9,"IRQ",645,29,9,1999,-9,10,1999,0,0,0,0,0,0,0,1,1,"4.01"
4208,-9,"TUR",640,29,9,1999,-9,10,1999,1,1,2,0,0,0,14,4,1,"4.01"
4210,-9,"GRC",350,9,2,2000,31,1,2001,0,0,0,0,0,0,12,3,1,"4.01"
4210,-9,"TUR",640,9,2,2000,31,1,2001,1,0,0,0,0,0,12,3,1,"4.01"
4212,-9,"GRG",372,17,11,1999,14,3,2001,0,0,0,0,0,0,12,3,1,"4.01"
4212,-9,"RUS",365,17,11,1999,14,3,2001,1,1,2,0,0,0,16,4,1,"4.01"
4213,-9,"RUS",365,2,2,2000,-9,4,2000,0,0,0,0,0,0,0,1,1,"4.01"
4213,-9,"USA",2,2,2,2000,-9,4,2000,1,1,2,0,0,0,15,4,1,"4.01"
4214,-9,"LIT",368,10,11,2000,20,12,2000,0,0,0,0,0,0,0,1,1,"4.01"
4214,-9,"EQG",411,10,11,2000,20,12,2000,1,1,2,0,0,0,15,4,1,"4.01"
4215,-9,"IRQ",645,11,1,1999,21,1,1999,0,0,0,0,0,0,0,1,1,"4.01"
4215,-9,"KUW",690,11,1,1999,21,1,1999,1,0,0,0,0,0,8,3,1,"4.01"
4216,-9,"IRN",630,3,10,1997,3,10,1997,0,1,2,0,0,0,0,1,1,"4.01"
4216,-9,"USA",2,3,10,1997,3,10,1997,1,0,0,0,0,0,7,3,1,"4.01"
4217,-9,"SUD",625,20,8,1998,20,8,1998,0,0,0,0,0,0,0,1,1,"4.01"
4217,-9,"USA",2,20,8,1998,20,8,1998,1,1,2,0,0,0,16,4,1,"4.01"
4218,-9,"ROK",732,23,3,2000,23,3,2000,0,0,0,0,0,0,0,1,1,"4.01"
4218,-9,"USA",2,23,3,2000,23,3,2000,0,0,0,0,0,0,0,1,1,"4.01"
4218,-9,"PRK",731,23,3,2000,23,3,2000,1,1,2,0,0,0,1,2,1,"4.01"
4219,-9,"COL",100,7,1,1994,9,1,1994,0,0,0,0,0,0,0,1,1,"4.01"
4219,-9,"VEN",101,7,1,1994,9,1,1994,1,0,0,0,0,0,15,4,1,"4.01"
4220,-9,"USA",2,17,10,2000,9,11,2000,0,0,0,0,0,0,7,3,1,"4.01"
4220,-9,"RUS",365,17,10,2000,9,11,2000,1,0,0,0,0,0,7,3,1,"4.01"
4221,-9,"ARM",371,11,9,2000,11,9,2000,0,0,0,0,0,0,0,1,0,"4.01"
4221,-9,"RUS",365,18,6,2000,11,9,2000,0,0,0,0,1,1,17,4,1,"4.01"
4221,-9,"TUR",640,18,6,2000,11,9,2000,1,1,2,1,0,0,17,4,1,"4.01"
4222,-9,"JPN",740,21,4,2000,21,4,2000,0,1,1,0,0,0,0,1,1,"4.01"
4222,-9,"RUS",365,21,4,2000,21,4,2000,1,0,0,0,0,0,16,4,1,"4.01"
4223,-9,"PAK",770,18,7,1999,28,10,2000,0,0,0,0,2,-9,17,4,1,"4.01"
4223,-9,"IND",750,18,7,1999,28,10,2000,1,0,0,0,2,-9,17,4,1,"4.01"
4224,-9,"YUG",345,8,11,1993,8,11,1993,0,0,0,0,0,0,0,1,1,"4.01"
4224,-9,"TUR",640,8,11,1993,8,11,1993,1,1,2,0,0,0,1,2,1,"4.01"
4225,-9,"JPN",740,23,3,1999,24,3,1999,0,0,0,0,0,0,7,3,1,"4.01"
4225,-9,"PRK",731,23,3,1999,24,3,1999,1,1,2,0,0,0,12,3,1,"4.01"
4226,-9,"JPN",740,-9,9,1997,-9,9,1997,0,0,0,0,0,0,0,1,1,"4.01"
4226,-9,"PRK",731,-9,9,1997,-9,9,1997,1,1,2,0,0,0,7,3,1,"4.01"
4227,-9,"AFG",700,20,8,1998,20,8,1998,0,0,0,0,2,-9,0,1,1,"4.01"
4227,-9,"USA",2,20,8,1998,20,8,1998,1,1,2,0,0,0,16,4,1,"4.01"
4228,-9,"AFG",700,11,8,1998,-9,8,1998,0,1,3,0,0,0,0,1,1,"4.01"
4228,-9,"RUS",365,11,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,1,"4.01"
4228,-9,"TAJ",702,11,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,1,"4.01"
4228,-9,"UZB",704,-9,8,1998,-9,8,1998,1,0,0,0,0,0,11,3,0,"4.01"
4229,-9,"YUG",345,8,8,2000,8,2,2001,0,0,0,0,0,0,0,1,1,"4.01"
4229,-9,"ALB",339,8,8,2000,8,2,2001,1,0,0,0,0,0,11,3,1,"4.01"
4230,-9,"YUG",345,27,6,1997,29,6,1997,0,0,0,0,0,0,0,1,1,"4.01"
4230,-9,"CRO",344,27,6,1997,29,6,1997,1,0,0,0,0,0,8,3,1,"4.01"
4231,-9,"BOS",346,10,8,1996,18,10,1996,0,0,0,0,0,0,0,1,1,"4.01"
4231,-9,"CRO",344,10,8,1996,18,10,1996,1,0,0,0,0,0,15,4,1,"4.01"
4232,-9,"AZE",373,3,4,2000,27,4,2000,0,0,0,0,0,0,0,1,1,"4.01"
4232,-9,"ARM",371,3,4,2000,27,4,2000,1,1,1,0,0,0,16,4,1,"4.01"
4235,-9,"AZE",373,5,2,2001,5,2,2001,0,0,0,0,0,0,0,1,1,"4.01"
4235,-9,"ARM",371,5,2,2001,5,2,2001,1,1,1,0,0,0,16,4,1,"4.01"
4236,-9,"ARM",371,13,12,2001,13,12,2001,0,0,0,0,0,0,0,1,1,"4.01"
4236,-9,"AZE",373,13,12,2001,13,12,2001,1,1,1,0,0,0,4,2,1,"4.01"
4237,-9,"SAF",560,16,12,1994,16,12,1994,0,0,0,0,0,0,0,1,1,"4.01"
4237,-9,"LES",570,16,12,1994,16,12,1994,1,0,0,0,0,0,11,3,1,"4.01"
4238,-9,"RUS",365,14,2,2001,19,2,2001,1,0,0,0,0,0,7,3,1,"4.01"
4238,-9,"NOR",385,14,2,2001,19,2,2001,0,1,2,0,0,0,7,3,1,"4.01"
4239,-9,"JPN",740,14,2,2001,11,4,2001,0,0,0,0,0,0,7,3,1,"4.01"
4239,-9,"RUS",365,14,2,2001,11,4,2001,1,0,0,0,0,0,12,3,1,"4.01"
4240,-9,"LIT",368,30,8,2001,-9,9,2001,0,0,0,0,0,0,0,1,1,"4.01"
4240,-9,"BLR",370,30,8,2001,-9,9,2001,1,1,2,0,0,0,7,3,1,"4.01"
4242,20202,"RUS",365,18,10,2001,15,11,2005,1,1,2,0,0,0,16,4,1,"4.01"
4242,20202,"GRG",372,18,10,2001,15,11,2005,0,0,0,0,0,0,11,3,1,"4.01"
4243,-9,"PHI",840,4,7,2000,4,7,2000,0,1,2,0,0,0,0,1,1,"4.01"
4243,-9,"PAL",986,4,7,2000,4,7,2000,1,0,0,0,0,0,16,4,1,"4.01"
4244,-9,"DRC",490,8,5,1997,-9,5,1997,0,0,0,0,0,0,0,1,1,"4.01"
4244,-9,"ANG",540,8,5,1997,-9,5,1997,1,1,3,0,0,0,11,3,1,"4.01"
4245,-9,"CON",484,8,10,1997,8,10,1997,0,0,0,0,1,-9,17,4,1,"4.01"
4245,-9,"DRC",490,8,10,1997,8,10,1997,1,0,0,0,0,0,17,4,1,"4.01"
4246,-9,"CON",484,11,10,1997,15,10,1997,0,0,0,0,-9,-9,17,4,1,"4.01"
4246,-9,"ANG",540,11,10,1997,15,10,1997,1,1,3,0,-9,-9,17,4,1,"4.01"
4248,-9,"UGA",500,28,9,1998,-9,4,1999,0,0,0,0,0,0,11,3,1,"4.01"
4248,-9,"SUD",625,28,9,1998,-9,4,1999,1,0,0,0,0,0,16,4,1,"4.01"
4249,-9,"UGA",500,16,2,1997,-9,2,1997,0,0,0,0,0,0,0,1,1,"4.01"
4249,-9,"KEN",501,16,2,1997,-9,2,1997,1,0,0,0,0,0,11,3,1,"4.01"
4250,-9,"NIG",475,25,2,1998,10,9,1998,0,1,1,0,1,-9,17,4,1,"4.01"
4250,-9,"CAO",471,25,2,1998,10,9,1998,1,1,1,0,1,-9,17,4,1,"4.01"
4251,-9,"SIE",451,27,5,1997,10,3,1998,0,0,0,0,-9,-9,17,4,1,"4.01"
4251,-9,"GHA",452,27,5,1997,10,3,1998,1,1,3,0,0,0,14,4,1,"4.01"
4251,-9,"GUI",438,27,5,1997,10,3,1998,1,1,3,0,0,0,14,4,1,"4.01"
4251,-9,"NIG",475,27,5,1997,10,3,1998,1,1,3,0,-9,-9,17,4,1,"4.01"
4252,-9,"RWA",517,14,8,1999,18,8,1999,0,1,2,1,-9,-9,17,4,1,"4.01"
4252,-9,"UGA",500,14,8,1999,18,8,1999,1,1,2,1,-9,-9,17,4,1,"4.01"
4253,-9,"RWA",517,5,5,2000,11,6,2000,0,1,2,1,-9,-9,17,4,1,"4.01"
4253,-9,"UGA",500,5,5,2000,11,6,2000,1,1,2,1,-9,-9,17,4,1,"4.01"
4254,-9,"LBR",450,-9,9,1998,-9,11,1998,0,0,0,0,0,0,0,1,1,"4.01"
4254,-9,"USA",2,-9,9,1998,-9,11,1998,1,0,0,0,0,0,7,3,1,"4.01"
4255,-9,"LBR",450,-9,2,1998,-9,2,1998,0,0,0,0,0,0,0,1,1,"4.01"
4255,-9,"NIG",475,-9,2,1998,-9,2,1998,1,0,0,0,0,0,12,3,1,"4.01"
4256,-9,"LBR",450,9,4,1999,-9,10,1999,0,0,0,0,0,0,11,3,1,"4.01"
4256,-9,"NIG",475,9,4,1999,9,4,1999,1,1,2,0,0,0,1,2,1,"4.01"
4256,-9,"SIE",451,9,4,1999,-9,10,1999,1,1,2,0,0,0,1,2,1,"4.01"
4257,-9,"GUI",438,10,7,2000,25,5,2001,0,1,2,0,0,0,16,4,1,"4.01"
4257,-9,"LBR",450,10,7,2000,25,5,2001,1,1,2,0,1,-9,11,3,1,"4.01"
4258,-9,"ETH",530,6,5,1998,-9,12,2000,0,0,0,0,6,-9,20,5,1,"4.01"
4258,-9,"ERI",531,6,5,1998,-9,12,2000,1,1,1,0,6,-9,20,5,1,"4.01"
4259,-9,"NIC",93,-9,2,2001,16,3,2001,0,1,2,0,0,0,0,1,1,"4.01"
4259,-9,"HON",91,-9,2,2001,16,3,2001,1,1,2,0,0,0,11,3,1,"4.01"
4260,-9,"GUY",110,3,10,1999,9,10,1999,0,0,0,0,0,0,8,3,1,"4.01"
4260,-9,"VEN",101,3,10,1999,9,10,1999,1,1,1,0,0,0,12,3,1,"4.01"
4261,-9,"VEN",101,12,10,2000,21,10,2000,0,0,0,0,0,0,0,1,1,"4.01"
4261,-9,"USA",2,12,10,2000,21,10,2000,1,1,4,0,0,0,12,3,1,"4.01"
4262,-9,"COL",100,13,10,2000,23,11,2000,0,0,0,0,0,0,0,1,1,"4.01"
4262,-9,"VEN",101,13,10,2000,23,11,2000,1,1,2,0,0,0,16,4,1,"4.01"
4263,-9,"NIC",93,24,10,2001,-9,11,2001,0,1,2,1,0,0,0,1,1,"4.01"
4263,-9,"COL",100,24,10,2001,-9,11,2001,1,0,0,0,0,0,15,4,1,"4.01"
4266,-9,"PRK",731,22,12,2001,22,12,2001,0,1,1,0,1,-9,17,4,1,"4.01"
4266,-9,"JPN",740,22,12,2001,22,12,2001,1,0,0,0,0,0,17,4,1,"4.01"
4269,-9,"IRQ",645,2,8,1994,9,10,1995,0,1,1,2,0,0,11,3,1,"4.01"
4269,-9,"BAH",692,11,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"4.01"
4269,-9,"FRN",220,9,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"4.01"
4269,-9,"KUW",690,2,8,1994,9,10,1995,1,0,0,0,0,0,11,3,1,"4.01"
4269,-9,"OMA",698,12,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"4.01"
4269,-9,"UAE",696,15,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"4.01"
4269,-9,"UKG",200,7,10,1994,20,10,1994,1,0,0,0,0,0,11,3,0,"4.01"
4269,-9,"USA",2,2,8,1994,9,10,1995,1,0,0,0,0,0,11,3,1,"4.01"
4271,-9,"IRQ",645,30,8,1996,4,11,1996,0,1,2,0,-9,-9,16,4,1,"4.01"
4271,-9,"KUW",690,4,9,1996,6,9,1996,1,0,0,0,0,0,8,3,0,"4.01"
4271,-9,"UKG",200,2,11,1996,2,11,1996,1,0,0,0,0,0,16,4,0,"4.01"
4271,-9,"USA",2,30,8,1996,4,11,1996,1,0,0,0,0,0,16,4,1,"4.01"
4272,-9,"IRQ",645,19,10,1996,25,9,1997,0,1,1,0,0,0,17,4,1,"4.01"
4272,-9,"KUW",690,19,10,1996,25,9,1997,1,0,0,0,0,0,17,4,1,"4.01"
4273,50202,"IRQ",645,7,10,1997,2,5,2003,0,1,2,0,6,-9,20,5,1,"4.01"
4273,50202,"TUR",640,15,2,1999,16,2,1999,1,0,0,0,0,0,0,1,0,"4.01"
4273,50202,"EGY",651,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"FRN",220,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"GMY",255,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"GRC",350,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"ITA",325,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"JOR",663,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"NTH",210,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"UAE",696,22,10,1999,22,10,1999,1,0,0,0,0,0,7,3,0,"4.01"
4273,50202,"ISR",666,17,12,1998,20,12,1998,1,0,0,0,0,0,10,3,0,"4.01"
4273,50202,"KUW",690,4,11,1997,-9,3,2001,1,0,0,0,0,0,11,3,0,"4.01"
4273,50202,"SAU",670,4,9,2000,24,8,2001,1,0,0,0,1,1,15,4,0,"4.01"
4273,50202,"UKG",200,3,11,1997,2,5,2003,1,1,2,3,2,33,20,5,0,"4.01"
4273,50202,"USA",2,7,10,1997,2,5,2003,1,1,2,3,3,140,20,5,1,"4.01"
4273,50202,"ISR",666,13,9,2002,13,9,2002,1,0,0,0,0,0,0,1,0,"4.01"
4273,50202,"KUW",690,26,9,2002,18,3,2003,1,1,2,0,0,0,11,3,0,"4.01"
4273,50202,"AUL",900,12,1,2003,2,5,2003,1,1,2,3,0,0,20,5,0,"4.01"
4273,50202,"UAE",696,12,2,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"4.01"
4273,50202,"SAU",670,22,2,2003,18,3,2003,1,1,2,0,0,0,8,3,0,"4.01"
4273,50202,"BAH",692,25,2,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"4.01"
4273,50202,"NTH",210,2,3,2003,18,3,2003,1,1,2,3,0,0,7,3,0,"4.01"
4273,50202,"OMA",698,5,3,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"4.01"
4273,50202,"QAT",694,5,3,2003,18,3,2003,1,1,2,0,0,0,7,3,0,"4.01"
4273,50202,"POL",290,19,3,2003,2,5,2003,1,1,2,3,-9,-9,20,5,0,"4.01"
4275,-9,"IRQ",645,10,8,2000,10,8,2000,0,1,1,0,0,0,0,1,1,"4.01"
4275,-9,"KUW",690,10,8,2000,10,8,2000,1,0,0,0,0,0,10,3,1,"4.01"
4277,70201,"PAK",770,13,7,2001,22,11,2003,1,1,1,0,4,-9,17,4,1,"4.01"
4277,70201,"IND",750,13,7,2001,22,11,2003,0,1,2,0,4,-9,17,4,1,"4.01"
4278,-9,"AUL",900,17,4,2001,17,4,2001,0,0,0,0,0,0,0,1,1,"4.01"
4278,-9,"CHN",710,17,4,2001,17,4,2001,1,1,2,0,0,0,7,3,1,"4.01"
4279,-9,"PHI",840,18,5,2001,18,5,2001,0,1,1,0,0,0,0,1,1,"4.01"
4279,-9,"CHN",710,18,5,2001,18,5,2001,1,1,1,0,0,0,7,3,1,"4.01"
4280,-9,"USA",2,23,3,2001,3,7,2001,0,0,0,0,0,0,12,3,1,"4.01"
4280,-9,"CHN",710,23,3,2001,3,7,2001,1,1,2,0,1,1,15,4,1,"4.01"
4281,-9,"TAW",713,27,3,2001,-9,8,2001,0,0,0,0,0,0,7,3,1,"4.01"
4281,-9,"USA",2,25,4,2001,17,8,2001,0,0,0,0,0,0,7,3,0,"4.01"
4281,-9,"CHN",710,27,3,2001,-9,8,2001,1,1,2,0,0,0,7,3,1,"4.01"
4282,30201,"PRK",731,2,6,2001,10,11,2004,1,1,2,1,1,13,17,4,1,"4.01"
4282,30201,"ROK",732,2,6,2001,10,11,2004,0,1,2,0,1,4,17,4,1,"4.01"
4283,-9,"AFG",700,15,9,2001,15,11,2001,0,0,0,0,6,-9,17,4,1,"4.01"
4283,-9,"GMY",255,9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"4.01"
4283,-9,"GRC",350,9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"4.01"
4283,-9,"NTH",210,9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"4.01"
4283,-9,"POR",235,9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"4.01"
4283,-9,"SPN",230,9,10,2001,-9,10,2001,1,1,3,2,0,0,7,3,0,"4.01"
4283,-9,"TAJ",702,7,10,2001,10,10,2001,1,1,3,2,0,0,8,3,0,"4.01"
4283,-9,"CAN",20,7,10,2001,15,11,2001,1,1,3,2,0,0,16,4,0,"4.01"
4283,-9,"FRN",220,15,9,2001,15,11,2001,1,1,3,2,0,0,16,4,1,"4.01"
4283,-9,"TUR",640,7,10,2001,15,11,2001,1,1,3,2,0,0,16,4,0,"4.01"
4283,-9,"PAK",770,7,10,2001,9,10,2001,1,1,3,2,0,0,17,4,0,"4.01"
4283,-9,"RUS",365,15,9,2001,15,11,2001,1,1,3,2,0,0,17,4,1,"4.01"
4283,-9,"UKG",200,15,9,2001,15,11,2001,1,1,3,2,0,0,17,4,1,"4.01"
4283,-9,"USA",2,15,9,2001,15,11,2001,1,1,3,2,1,2,17,4,1,"4.01"
4283,-9,"UZB",704,6,10,2001,-9,10,2001,1,1,3,2,0,0,17,4,0,"4.01"
4283,-9,"AUL",900,7,10,2001,15,11,2001,1,1,3,2,0,0,21,5,0,"4.01"
4284,-9,"CHA",483,21,12,2001,21,12,2001,0,0,0,0,0,0,0,1,1,"4.01"
4284,-9,"CEN",482,21,12,2001,21,12,2001,1,1,2,0,0,0,11,3,1,"4.01"
4285,-9,"IRN",630,17,3,1994,17,3,1994,0,0,0,0,1,13,0,1,1,"4.01"
4285,-9,"ARM",371,17,3,1994,17,3,1994,1,0,0,0,0,0,16,4,1,"4.01"
4286,-9,"EGY",651,10,3,1993,-9,3,1993,0,0,0,0,0,0,0,1,1,"4.01"
4286,-9,"SUD",625,10,3,1993,-9,3,1993,1,1,1,0,0,0,15,4,1,"4.01"
4287,-9,"EGY",651,19,5,1994,-9,5,1994,0,0,0,0,0,0,0,1,1,"4.01"
4287,-9,"SUD",625,19,5,1994,-9,5,1994,1,1,1,0,0,0,15,4,1,"4.01"
4288,-9,"SUD",625,-9,3,1996,-9,3,1996,0,0,0,0,1,-9,0,1,1,"4.01"
4288,-9,"EGY",651,-9,3,1996,-9,3,1996,1,1,1,0,0,0,16,4,1,"4.01"
4289,-9,"IRN",630,18,7,1999,18,7,1999,0,0,0,0,0,0,11,3,1,"4.01"
4289,-9,"TUR",640,18,7,1999,18,7,1999,1,1,2,0,0,0,16,4,1,"4.01"
4290,-9,"IRN",630,24,8,2001,25,8,2001,0,0,0,0,0,0,0,1,1,"4.01"
4290,-9,"TUR",640,24,8,2001,25,8,2001,1,1,2,0,0,0,7,3,1,"4.01"
4291,-9,"SYR",652,1,10,1998,20,10,1998,0,0,0,0,0,0,0,1,1,"4.01"
4291,-9,"TUR",640,1,10,1998,20,10,1998,1,1,2,0,0,0,7,3,1,"4.01"
4292,-9,"IRQ",645,9,6,1999,9,6,1999,0,0,0,0,0,0,0,1,1,"4.01"
4292,-9,"IRN",630,9,6,1999,9,6,1999,1,1,2,0,0,0,16,4,1,"4.01"
4293,-9,"SAU",670,27,6,1995,28,6,1995,0,0,0,0,0,0,0,1,1,"4.01"
4293,-9,"QAT",694,27,6,1995,28,6,1995,1,0,0,0,0,0,8,3,1,"4.01"
4295,-9,"CAN",20,1,8,2000,6,10,2000,0,0,0,0,0,0,0,1,1,"4.01"
4295,-9,"UKG",200,1,8,2000,6,10,2000,0,0,0,0,0,0,0,1,1,"4.01"
4295,-9,"YUG",345,1,8,2000,6,10,2000,1,0,0,0,0,0,15,4,1,"4.01"
4296,-9,"NOR",385,30,8,2001,30,8,2001,0,1,2,0,0,0,0,1,1,"4.01"
4296,-9,"AUL",900,30,8,2001,30,8,2001,1,0,0,0,0,0,15,4,1,"4.01"
4297,-9,"JPN",740,12,10,1996,-9,10,1996,0,1,1,0,0,0,0,1,1,"4.01"
4297,-9,"RUS",365,12,10,1996,-9,10,1996,1,0,0,0,0,0,15,4,1,"4.01"
4298,-9,"CRO",344,5,8,2000,29,9,2000,0,0,0,0,0,0,7,3,1,"4.01"
4298,-9,"USA",2,26,9,2000,29,9,2000,0,0,0,0,0,0,7,3,0,"4.01"
4298,-9,"YUG",345,5,8,2000,29,9,2000,1,0,0,0,0,0,15,4,1,"4.01"
4299,-9,"IRQ",645,26,6,1993,28,6,1993,0,0,0,0,1,-9,0,1,1,"4.01"
4299,-9,"USA",2,26,6,1993,28,6,1993,1,0,0,0,0,0,16,4,1,"4.01"
4300,-9,"SIE",451,26,1,2001,4,6,2001,0,0,0,0,0,0,11,3,1,"4.01"
4300,-9,"GUI",438,26,1,2001,4,6,2001,1,1,2,0,0,0,16,4,1,"4.01"
4301,-9,"LBR",450,-9,5,2001,-9,5,2001,0,0,4,0,0,0,0,1,1,"4.01"
4301,-9,"SIE",451,-9,5,2001,-9,5,2001,1,1,4,0,0,0,15,4,1,"4.01"
4302,-9,"LBR",450,13,8,1999,17,9,1999,0,1,2,0,0,0,0,1,1,"4.01"
4302,-9,"GUI",438,13,8,1999,17,9,1999,1,1,2,0,0,0,8,3,1,"4.01"
4303,-9,"ANG",540,7,1,2001,-9,12,2001,1,1,2,0,1,10,16,4,1,"4.01"
4303,-9,"ZAM",551,7,1,2001,-9,12,2001,0,0,0,0,0,0,16,4,1,"4.01"
4304,-9,"UGA",500,7,12,1997,9,12,1997,0,0,0,0,0,0,0,1,1,"4.01"
4304,-9,"SUD",625,7,12,1997,9,12,1997,1,0,0,0,0,0,12,3,1,"4.01"
4305,-9,"SUD",625,30,10,2001,30,10,2001,0,0,0,0,0,0,0,1,1,"4.01"
4305,-9,"UGA",500,30,10,2001,30,10,2001,1,0,0,0,0,0,8,3,1,"4.01"
4306,-9,"CAO",471,1,3,2001,6,3,2001,0,0,0,0,0,0,0,1,1,"4.01"
4306,-9,"CEN",482,1,3,2001,6,3,2001,1,1,1,0,0,0,14,4,1,"4.01"
4307,-9,"ZAM",551,14,4,1994,-9,9,1994,0,0,0,0,0,0,0,1,1,"4.01"
4307,-9,"DRC",490,14,4,1994,-9,9,1994,1,0,0,0,0,0,14,4,1,"4.01"
4308,-9,"MLI",432,8,2,1993,8,2,1993,0,0,0,0,0,0,17,4,1,"4.01"
4308,-9,"NIR",436,8,2,1993,8,2,1993,1,0,0,0,1,6,17,4,1,"4.01"
4309,-9,"CDI",437,4,3,1996,-9,4,1996,0,0,0,0,0,0,0,1,1,"4.01"
4309,-9,"GUI",438,4,3,1996,-9,4,1996,1,1,1,0,0,0,14,4,1,"4.01"
4310,-9,"RWA",517,26,3,2001,30,10,2001,0,0,0,0,0,0,17,4,1,"4.01"
4310,-9,"UGA",500,26,3,2001,30,10,2001,1,0,0,0,0,0,17,4,1,"4.01"
4312,-9,"BEN",434,29,4,2000,1,5,2000,0,0,0,0,0,0,0,1,1,"4.01"
4312,-9,"NIR",436,29,4,2000,1,5,2000,1,1,1,0,0,0,14,4,1,"4.01"
4313,-9,"BNG",771,16,4,2001,30,4,2001,0,0,0,0,1,3,17,4,1,"4.01"
4313,-9,"IND",750,16,4,2001,30,4,2001,1,1,2,0,1,16,17,4,1,"4.01"
4314,-9,"THI",800,10,2,2001,29,4,2001,0,1,2,0,0,0,17,4,1,"4.01"
4314,-9,"MYA",775,10,2,2001,29,4,2001,1,0,0,0,2,-9,17,4,1,"4.01"
4315,-9,"TUR",640,20,5,1997,-9,5,1997,0,0,0,0,0,0,0,1,1,"4.01"
4315,-9,"SYR",652,20,5,1997,-9,5,1997,1,1,2,0,0,0,11,3,1,"4.01"
4317,-9,"IRN",630,23,7,2001,-9,12,2001,1,1,4,2,0,0,12,3,1,"4.01"
4317,-9,"AZE",373,23,7,2001,-9,12,2001,0,0,0,0,0,0,8,3,1,"4.01"
4318,-9,"AZE",373,8,3,1995,23,2,1996,0,0,0,0,-9,-9,17,4,1,"4.01"
4318,-9,"ARM",371,8,3,1995,23,2,1996,1,0,0,0,-9,-9,17,4,1,"4.01"
4319,-9,"AZE",373,15,12,1996,14,5,1997,0,0,0,0,-9,-9,17,4,1,"4.01"
4319,-9,"ARM",371,15,12,1996,14,5,1997,1,0,0,0,-9,-9,17,4,1,"4.01"
4320,20201,"GRC",350,27,12,2000,13,5,2003,1,1,1,2,0,0,7,3,1,"4.01"
4320,20201,"TUR",640,27,12,2000,13,5,2003,0,1,1,2,0,0,7,3,1,"4.01"
4321,-9,"RUS",365,12,7,1998,17,7,1998,0,0,0,0,0,0,0,1,1,"4.01"
4321,-9,"NOR",385,12,7,1998,17,7,1998,1,1,2,0,0,0,15,4,1,"4.01"
4322,-9,"PRK",731,13,8,1999,16,8,1999,0,0,0,0,0,0,0,1,1,"4.01"
4322,-9,"JPN",740,13,8,1999,16,8,1999,1,1,2,0,0,0,8,3,1,"4.01"
4323,-9,"GRC",350,17,3,1997,3,4,1997,0,1,2,1,0,0,0,1,1,"4.01"
4323,-9,"TUR",640,17,3,1997,3,4,1997,1,1,2,1,0,0,7,3,1,"4.01"
4324,-9,"IRQ",645,23,5,2000,-9,1,2001,0,0,0,0,0,0,0,1,1,"4.01"
4324,-9,"TUR",640,23,5,2000,-9,1,2001,1,1,2,0,0,0,16,4,1,"4.01"
4325,50203,"TUR",640,25,8,2001,5,7,2003,1,1,2,0,1,19,16,4,1,"4.01"
4325,50203,"IRQ",645,25,8,2001,5,7,2003,0,0,0,0,0,0,0,1,1,"4.01"
4328,-9,"CHN",710,-9,9,1998,-9,9,1998,0,0,0,0,0,0,0,1,1,"4.01"
4328,-9,"VTM",816,-9,9,1998,-9,9,1998,1,1,1,0,0,0,7,3,1,"4.01"
4329,-9,"VTM",816,1,8,1998,1,8,1998,0,1,1,0,0,0,0,1,1,"4.01"
4329,-9,"PHI",840,1,8,1998,1,8,1998,1,0,0,0,0,0,7,3,1,"4.01"
4330,-9,"PHI",840,30,10,1999,30,10,1999,0,1,1,0,0,0,0,1,1,"4.01"
4330,-9,"VTM",816,30,10,1999,30,10,1999,1,1,1,0,0,0,16,4,1,"4.01"
