"dispnum3","dispnum4","stabb","ccode","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
2,-9,"UKG",200,-9,7,1902,24,1,1903,0,1,1,-9,0,0,0,1,1,"4.01"
2,-9,"USA",2,-9,7,1902,24,1,1903,1,1,1,-9,0,0,7,3,1,"4.01"
3,-9,"YUG",345,2,5,1913,25,10,1913,0,0,0,-9,0,0,0,1,1,"4.01"
3,-9,"AUH",300,2,5,1913,25,10,1913,1,1,2,-9,0,0,10,3,1,"4.01"
4,-9,"ALB",339,15,5,1946,13,11,1946,1,0,0,-9,0,0,16,4,1,"4.01"
4,-9,"UKG",200,15,5,1946,13,11,1946,0,0,0,-9,2,-9,7,3,1,"4.01"
7,-9,"UKG",200,12,11,1951,25,1,1952,1,0,0,-9,1,-9,17,4,1,"4.01"
7,-9,"EGY",651,12,11,1951,25,1,1952,0,1,2,-9,2,-9,17,4,1,"4.01"
8,-9,"IRN",630,11,7,1856,4,3,1857,0,0,0,-9,6,-9,20,5,1,"4.01"
8,-9,"UKG",200,11,7,1856,4,3,1857,1,1,2,-9,6,-9,20,5,1,"4.01"
9,-9,"POR",235,29,12,1889,10,1,1890,0,0,0,-9,0,0,0,1,1,"4.01"
9,-9,"UKG",200,29,12,1889,10,1,1890,1,1,1,-9,0,0,7,3,1,"4.01"
11,-9,"AUS",305,11,3,1938,12,3,1938,0,0,0,-9,0,0,0,1,1,"4.01"
11,-9,"GMY",255,11,3,1938,12,3,1938,1,1,1,-9,0,0,14,4,1,"4.01"
12,-9,"USR",365,16,9,1938,29,9,1938,0,0,0,-9,0,0,7,3,0,"4.01"
12,-9,"BEL",211,7,9,1938,29,9,1938,0,0,0,-9,0,0,7,3,0,"4.01"
12,-9,"UKG",200,26,8,1938,29,9,1938,0,0,0,-9,0,0,7,3,0,"4.01"
12,-9,"FRN",220,7,9,1938,29,9,1938,0,0,0,-9,0,0,10,3,0,"4.01"
12,-9,"GMY",255,11,3,1938,29,9,1938,1,1,1,-9,0,0,16,4,1,"4.01"
12,-9,"CZE",315,11,3,1938,29,9,1938,0,0,0,-9,0,0,16,4,1,"4.01"
13,-9,"JPN",740,24,12,1862,1,8,1863,0,0,0,-9,-9,-9,0,1,1,"4.01"
13,-9,"UKG",200,24,12,1862,15,8,1863,1,1,2,-9,1,-9,15,4,1,"4.01"
13,-9,"USA",2,20,7,1863,20,7,1863,1,0,0,-9,0,0,1,2,0,"4.01"
13,-9,"FRN",220,20,7,1863,20,7,1863,1,0,0,-9,0,0,1,2,0,"4.01"
14,-9,"TUR",640,15,10,1895,31,12,1895,0,0,0,-9,0,0,0,1,1,"4.01"
14,-9,"UKG",200,15,10,1895,31,12,1895,1,1,2,-9,0,0,7,3,1,"4.01"
15,-9,"USA",2,1,2,1839,23,3,1839,1,1,1,-9,0,0,15,4,1,"4.01"
15,-9,"UKG",200,1,2,1839,23,3,1839,0,1,1,-9,0,0,15,4,1,"4.01"
16,-9,"KOR",730,25,12,1897,19,2,1898,0,0,0,-9,0,0,0,1,1,"4.01"
16,-9,"USR",365,25,12,1897,19,2,1898,0,0,0,-9,0,0,0,1,1,"4.01"
16,-9,"JPN",740,25,12,1897,19,2,1898,1,1,2,-9,0,0,7,3,1,"4.01"
16,-9,"UKG",200,25,12,1897,19,2,1898,1,1,2,-9,0,0,7,3,1,"4.01"
19,-9,"TUS",337,1,3,1848,9,8,1848,0,0,0,-9,2,-9,20,5,0,"4.01"
19,-9,"MOD",332,1,3,1848,9,8,1848,0,0,0,-9,2,-9,20,5,0,"4.01"
19,-9,"ITA",325,15,1,1848,6,8,1849,0,1,1,-9,6,-9,20,5,1,"4.01"
19,-9,"AUH",300,15,1,1848,6,8,1849,1,0,0,-9,6,-9,20,5,1,"4.01"
20,-9,"IRN",630,18,11,1945,-9,-9,1946,0,0,0,-9,0,0,0,1,1,"4.01"
20,-9,"USR",365,18,11,1945,-9,-9,1946,1,1,2,-9,0,0,14,4,1,"4.01"
21,-9,"YUG",345,21,11,1912,3,12,1912,1,1,1,-9,0,0,0,1,1,"4.01"
21,-9,"USR",365,21,11,1912,3,12,1912,1,1,2,-9,0,0,10,3,1,"4.01"
21,-9,"AUH",300,21,11,1912,3,12,1912,0,1,2,-9,0,0,10,3,1,"4.01"
22,-9,"USR",365,9,6,1940,17,6,1940,1,1,1,-9,-9,-9,16,4,1,"4.01"
22,-9,"LAT",367,9,6,1940,17,6,1940,0,0,0,-9,-9,-9,16,4,1,"4.01"
23,-9,"EST",366,19,2,1939,28,9,1939,0,0,0,-9,0,0,0,1,1,"4.01"
23,-9,"USR",365,19,2,1939,28,9,1939,1,1,2,-9,0,0,13,4,1,"4.01"
25,-9,"UKG",200,10,8,1831,21,5,1833,0,0,0,-9,0,0,7,3,0,"4.01"
25,-9,"NTH",210,2,8,1831,21,5,1833,1,1,1,-9,-9,-9,17,4,1,"4.01"
25,-9,"BEL",211,2,8,1831,21,5,1833,0,0,0,-9,-9,-9,17,4,1,"4.01"
25,-9,"FRN",220,10,8,1831,21,5,1833,0,0,0,-9,-9,-9,16,4,0,"4.01"
26,-9,"USA",2,31,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,"4.01"
26,-9,"UKG",200,31,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,"4.01"
26,-9,"FRN",220,31,3,1948,25,7,1949,0,0,0,-9,0,0,13,4,1,"4.01"
26,-9,"USR",365,31,3,1948,25,7,1949,1,1,1,-9,0,0,16,4,1,"4.01"
27,-9,"CZE",315,18,10,1961,28,10,1961,0,0,0,-9,0,0,7,3,0,"4.01"
27,-9,"POL",290,18,10,1961,28,10,1961,0,0,0,-9,0,0,7,3,0,"4.01"
27,-9,"UKG",200,13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"4.01"
27,-9,"FRN",220,13,8,1961,28,10,1961,1,0,0,-9,0,0,7,3,0,"4.01"
27,-9,"USA",2,25,7,1961,28,10,1961,1,0,0,-9,0,0,10,3,1,"4.01"
27,-9,"GDR",265,13,8,1961,28,10,1961,0,1,2,-9,0,0,17,4,0,"4.01"
27,-9,"USR",365,25,7,1961,28,10,1961,0,1,2,-9,0,0,13,4,1,"4.01"
27,-9,"GFR",260,13,8,1961,28,10,1961,1,0,0,-9,0,0,17,4,0,"4.01"
28,-9,"FRN",220,17,7,1961,29,9,1961,0,0,0,-9,1,-9,17,4,1,"4.01"
28,-9,"TUN",616,17,7,1961,29,9,1961,1,1,2,-9,3,-9,17,4,1,"4.01"
30,-9,"AUH",300,6,10,1908,31,3,1909,0,0,0,-9,-9,-9,17,4,1,"4.01"
30,-9,"YUG",345,6,10,1908,31,3,1909,1,1,1,-9,-9,-9,17,4,1,"4.01"
31,-9,"AUH",300,30,5,1900,7,9,1901,1,0,0,-9,1,-9,16,4,1,"4.01"
31,-9,"ITA",325,30,5,1900,7,9,1901,1,0,0,-9,1,-9,16,4,1,"4.01"
31,-9,"GMY",255,30,5,1900,7,9,1901,1,0,0,-9,2,-9,16,4,1,"4.01"
31,-9,"USA",2,30,5,1900,7,9,1901,1,0,0,-9,2,-9,20,5,1,"4.01"
31,-9,"UKG",200,30,5,1900,7,9,1901,1,1,2,-9,2,-9,20,5,1,"4.01"
31,-9,"FRN",220,30,5,1900,7,9,1901,1,0,0,-9,2,-9,20,5,1,"4.01"
31,-9,"USR",365,30,5,1900,7,9,1901,1,1,2,-9,4,-9,20,5,1,"4.01"
31,-9,"JPN",740,30,5,1900,7,9,1901,1,1,2,-9,5,-9,20,5,1,"4.01"
31,-9,"CHN",710,30,5,1900,7,9,1901,0,0,0,-9,6,-9,20,5,1,"4.01"
38,-9,"USA",2,29,12,1837,5,1,1838,0,0,0,-9,0,0,7,3,1,"4.01"
38,-9,"UKG",200,29,12,1837,5,1,1838,1,1,2,-9,0,0,16,4,1,"4.01"
40,-9,"JPN",740,10,4,1928,28,3,1929,1,0,0,-9,1,-9,14,4,1,"4.01"
40,-9,"CHN",710,10,4,1928,28,3,1929,0,0,0,-9,3,-9,17,4,1,"4.01"
41,-9,"USR",365,27,5,1929,22,12,1929,0,0,0,-9,3,-9,20,5,1,"4.01"
41,-9,"CHN",710,27,5,1929,22,12,1929,1,0,0,-9,6,-9,20,5,1,"4.01"
43,-9,"GMY",255,14,11,1897,6,3,1898,1,1,2,-9,0,0,17,4,1,"4.01"
43,-9,"CHN",710,14,11,1897,6,3,1898,0,0,0,-9,0,0,17,4,1,"4.01"
50,-9,"ROK",732,13,2,1953,13,2,1953,1,1,1,-9,0,0,1,2,0,"4.01"
50,-9,"USR",365,4,8,1954,8,8,1954,0,1,1,-9,0,0,7,3,0,"4.01"
50,-9,"USA",2,9,2,1953,6,2,1956,1,1,1,-9,0,0,7,3,1,"4.01"
50,-9,"CHN",710,9,2,1953,6,2,1956,0,1,1,-9,2,-9,17,4,1,"4.01"
50,-9,"TAW",713,9,2,1953,6,2,1956,1,1,1,-9,2,-9,17,4,1,"4.01"
51,-9,"NEW",920,29,6,1950,27,7,1953,0,0,0,-9,0,0,20,5,0,"4.01"
51,-9,"PHI",840,16,9,1950,27,7,1953,0,0,0,-9,2,-9,20,5,0,"4.01"
51,-9,"NTH",210,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"GRC",350,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"BEL",211,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"COL",100,6,6,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"THI",800,20,1,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"ETH",530,1,5,1951,27,7,1953,0,0,0,-9,3,-9,20,5,0,"4.01"
51,-9,"CAN",20,29,6,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,"4.01"
51,-9,"FRN",220,1,1,1951,27,7,1953,0,0,0,-9,4,-9,20,5,0,"4.01"
51,-9,"AUL",900,1,7,1950,27,7,1953,0,0,0,-9,4,-9,20,5,0,"4.01"
51,-9,"TUR",640,18,10,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,"4.01"
51,-9,"UKG",200,28,6,1950,27,7,1953,0,0,0,-9,5,-9,20,5,0,"4.01"
51,-9,"CHN",710,30,9,1950,27,7,1953,1,0,0,-9,6,-9,20,5,0,"4.01"
51,-9,"ROK",732,24,6,1950,27,7,1953,0,1,1,-9,6,-9,20,5,1,"4.01"
51,-9,"USA",2,27,6,1950,27,7,1953,0,0,0,-9,6,-9,20,5,0,"4.01"
51,-9,"PRK",731,24,6,1950,27,7,1953,1,1,1,-9,6,-9,20,5,1,"4.01"
53,-9,"USA",2,21,8,1956,22,8,1956,0,0,0,-9,1,16,7,3,1,"4.01"
53,-9,"CHN",710,21,8,1956,22,8,1956,1,0,0,-9,0,0,16,4,1,"4.01"
55,-9,"GRC",350,29,8,1923,27,9,1923,0,0,0,-9,0,0,0,1,1,"4.01"
55,-9,"ITA",325,29,8,1923,27,9,1923,1,1,1,-9,0,0,16,4,1,"4.01"
56,-9,"TUR",640,15,2,1897,21,9,1897,0,0,0,-9,-9,-9,0,1,1,"4.01"
56,-9,"GRC",350,15,2,1897,21,9,1897,0,0,0,-9,-9,-9,0,1,1,"4.01"
56,-9,"FRN",220,15,2,1897,21,9,1897,1,1,2,-9,-9,-9,16,4,1,"4.01"
56,-9,"GMY",255,15,2,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"4.01"
56,-9,"AUH",300,15,2,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"4.01"
56,-9,"ITA",325,15,2,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"4.01"
56,-9,"UKG",200,15,2,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"4.01"
56,-9,"USR",365,15,2,1897,21,9,1897,1,1,2,-9,0,0,16,4,1,"4.01"
57,-9,"AUH",300,20,4,1854,30,3,1856,0,0,0,-9,0,0,7,3,0,"4.01"
57,-9,"USR",365,31,5,1853,30,3,1856,1,1,2,-9,6,-9,20,5,1,"4.01"
57,-9,"ITA",325,10,1,1855,30,3,1856,0,0,0,-9,6,-9,20,5,0,"4.01"
57,-9,"TUR",640,31,5,1853,30,3,1856,0,0,0,-9,6,-9,20,5,1,"4.01"
57,-9,"UKG",200,13,6,1853,30,3,1856,0,0,0,-9,6,-9,20,5,0,"4.01"
57,-9,"FRN",220,13,6,1853,30,3,1856,0,0,0,-9,6,-9,20,5,0,"4.01"
61,-9,"USA",2,30,8,1962,12,12,1962,1,1,3,-9,0,0,13,4,1,"4.01"
61,-9,"USR",365,30,8,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,"4.01"
61,-9,"CUB",40,30,8,1962,12,12,1962,0,0,0,-9,0,0,16,4,1,"4.01"
64,-9,"TUR",640,5,4,1826,7,10,1826,0,0,0,-9,0,0,0,1,1,"4.01"
64,-9,"USR",365,5,4,1826,7,10,1826,1,1,2,-9,0,0,7,3,1,"4.01"
65,-9,"RUM",360,1,7,1883,1,7,1883,0,0,0,-9,0,0,0,1,1,"4.01"
65,-9,"AUH",300,1,7,1883,1,7,1883,1,1,1,-9,0,0,1,2,1,"4.01"
67,-9,"YUG",345,25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"4.01"
67,-9,"GMY",255,25,7,1934,31,7,1934,0,0,0,-9,0,0,0,1,1,"4.01"
67,-9,"ITA",325,25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"4.01"
67,-9,"CZE",315,25,7,1934,31,7,1934,1,0,0,-9,0,0,7,3,1,"4.01"
68,-9,"DOM",42,3,1,1900,13,1,1900,0,0,0,-9,0,0,0,1,1,"4.01"
68,-9,"FRN",220,3,1,1900,13,1,1900,1,0,0,-9,0,0,2,2,1,"4.01"
68,-9,"USA",2,3,1,1900,13,1,1900,1,0,0,-9,0,0,7,3,1,"4.01"
69,-9,"DOM",42,25,3,1914,8,9,1914,0,0,0,-9,0,0,0,1,1,"4.01"
69,-9,"USA",2,25,3,1914,8,9,1914,1,1,3,-9,0,0,16,4,1,"4.01"
71,-9,"GRC",350,17,1,1850,15,4,1850,0,0,0,-9,0,0,0,1,1,"4.01"
71,-9,"UKG",200,17,1,1850,15,4,1850,1,1,2,-9,0,0,13,4,1,"4.01"
77,-9,"UKG",200,18,9,1898,4,11,1898,1,1,1,-9,0,0,7,3,1,"4.01"
77,-9,"FRN",220,18,9,1898,4,11,1898,0,0,0,-9,0,0,7,3,1,"4.01"
78,-9,"PAP",327,17,7,1847,-9,12,1847,0,0,0,-9,0,0,0,1,1,"4.01"
78,-9,"AUH",300,17,7,1847,-9,12,1847,1,1,2,-9,0,0,14,4,1,"4.01"
86,-9,"SPN",230,8,8,1907,-9,4,1908,1,0,0,-9,-9,-9,14,4,0,"4.01"
86,-9,"FRN",220,25,3,1907,-9,4,1908,1,1,2,-9,-9,-9,14,4,1,"4.01"
86,-9,"MOR",600,25,3,1907,-9,4,1908,0,0,0,-9,-9,-9,17,4,1,"4.01"
88,-9,"GMY",255,6,7,1870,26,2,1871,0,1,4,-9,6,-9,20,5,1,"4.01"
88,-9,"BAD",267,16,7,1870,22,11,1870,0,0,0,-9,6,-9,20,5,0,"4.01"
88,-9,"FRN",220,6,7,1870,26,2,1871,1,0,0,-9,6,-9,20,5,1,"4.01"
88,-9,"WRT",271,17,7,1870,22,11,1870,0,0,0,-9,6,-9,20,5,0,"4.01"
88,-9,"BAV",245,16,7,1870,15,11,1870,0,0,0,-9,6,-9,20,5,0,"4.01"
89,-9,"USR",365,6,1,1823,6,1,1823,1,0,0,-9,0,0,1,2,0,"4.01"
89,-9,"GMY",255,6,1,1823,6,1,1823,1,0,0,-9,0,0,1,2,0,"4.01"
89,-9,"AUH",300,6,1,1823,6,1,1823,1,0,0,-9,0,0,1,2,0,"4.01"
89,-9,"FRN",220,21,9,1822,13,11,1823,1,1,2,-9,4,-9,20,5,1,"4.01"
89,-9,"SPN",230,21,9,1822,13,11,1823,0,0,0,-9,5,-9,20,5,1,"4.01"
91,-9,"TUR",640,22,5,1887,22,5,1887,0,0,0,-9,0,0,0,1,1,"4.01"
91,-9,"USR",365,22,5,1887,22,5,1887,1,1,2,-9,0,0,4,2,1,"4.01"
92,-9,"FRN",220,18,2,1964,29,2,1964,1,1,3,-9,1,-9,17,4,1,"4.01"
92,-9,"GAB",481,18,2,1964,29,2,1964,0,0,0,-9,2,-9,17,4,1,"4.01"
95,-9,"HAI",41,-9,10,1909,-9,4,1910,0,0,0,-9,0,0,0,1,1,"4.01"
95,-9,"GMY",255,-9,10,1909,-9,4,1910,1,1,2,-9,0,0,7,3,1,"4.01"
96,-9,"GRC",350,26,4,1886,7,6,1886,0,0,0,-9,0,0,0,1,1,"4.01"
96,-9,"ITA",325,26,4,1886,7,6,1886,1,1,2,-9,0,0,13,4,1,"4.01"
96,-9,"UKG",200,26,4,1886,7,6,1886,1,1,2,-9,0,0,13,4,1,"4.01"
96,-9,"GMY",255,26,4,1886,7,6,1886,1,1,2,-9,0,0,13,4,1,"4.01"
96,-9,"AUH",300,26,4,1886,7,6,1886,1,1,2,-9,0,0,13,4,1,"4.01"
96,-9,"USR",365,26,4,1886,7,6,1886,1,1,2,-9,0,0,13,4,1,"4.01"
100,-9,"HAI",41,13,12,1914,16,9,1915,0,0,0,-9,0,0,0,1,1,"4.01"
100,-9,"USA",2,13,12,1914,16,9,1915,1,1,2,-9,0,0,16,4,1,"4.01"
104,-9,"USR",365,-9,3,1880,-9,6,1880,1,0,0,-9,0,0,7,3,1,"4.01"
104,-9,"CHN",710,-9,3,1880,-9,6,1880,0,1,1,-9,0,0,7,3,1,"4.01"
106,-9,"JPN",740,23,4,1895,1,7,1895,0,0,0,-9,0,0,0,1,1,"4.01"
106,-9,"GMY",255,23,4,1895,23,4,1895,1,1,2,-9,0,0,1,2,1,"4.01"
106,-9,"FRN",220,23,4,1895,23,4,1895,1,1,2,-9,0,0,1,2,1,"4.01"
106,-9,"USR",365,23,4,1895,1,7,1895,1,1,2,-9,0,0,7,3,1,"4.01"
108,-9,"ALB",339,25,3,1939,7,4,1939,0,0,0,-9,-9,-9,0,1,1,"4.01"
108,-9,"ITA",325,25,3,1939,7,4,1939,1,1,1,-9,1,-9,14,4,1,"4.01"
109,-9,"ITA",325,-9,9,1904,-9,10,1904,0,0,0,-9,0,0,0,1,1,"4.01"
109,-9,"AUH",300,-9,9,1904,-9,10,1904,1,0,0,-9,0,0,10,3,1,"4.01"
111,-9,"UKG",200,22,8,1935,9,5,1936,1,0,0,-9,0,0,7,3,0,"4.01"
111,-9,"ETH",530,22,11,1934,9,5,1936,1,0,0,-9,6,-9,20,5,1,"4.01"
111,-9,"ITA",325,22,11,1934,9,5,1936,0,1,1,-9,6,-9,20,5,1,"4.01"
112,-9,"FRN",220,10,9,1860,29,9,1860,0,0,0,-9,0,0,7,3,0,"4.01"
112,-9,"ITA",325,7,9,1860,29,9,1860,1,1,1,-9,4,-9,20,5,1,"4.01"
112,-9,"PAP",327,7,9,1860,29,9,1860,0,0,0,-9,5,-9,20,5,1,"4.01"
113,-9,"FRN",220,13,11,1860,19,1,1861,0,0,0,-9,0,0,7,3,0,"4.01"
113,-9,"SIC",329,18,9,1860,13,2,1861,0,0,0,-9,4,-9,20,5,1,"4.01"
113,-9,"ITA",325,18,9,1860,13,2,1861,1,1,1,-9,5,-9,20,5,1,"4.01"
114,-9,"TUR",640,12,9,1911,15,10,1912,0,1,2,-9,6,-9,20,5,1,"4.01"
114,-9,"ITA",325,12,9,1911,15,10,1912,1,0,0,-9,6,-9,20,5,1,"4.01"
115,-9,"GMY",255,24,6,1859,11,7,1859,1,0,0,-9,0,0,10,3,0,"4.01"
115,-9,"AUH",300,29,1,1859,11,7,1859,1,0,0,-9,6,-9,20,5,1,"4.01"
115,-9,"FRN",220,22,4,1859,11,7,1859,0,0,0,-9,6,-9,20,5,0,"4.01"
115,-9,"ITA",325,29,1,1859,11,7,1859,0,1,1,-9,6,-9,20,5,1,"4.01"
119,-9,"USR",365,12,3,1885,10,9,1885,0,1,1,-9,0,0,7,3,1,"4.01"
119,-9,"UKG",200,12,3,1885,10,9,1885,1,0,0,-9,0,0,10,3,1,"4.01"
121,-9,"AUH",300,27,6,1853,27,6,1853,0,0,0,-9,0,0,0,1,1,"4.01"
121,-9,"USA",2,27,6,1853,27,6,1853,1,1,2,-9,0,0,7,3,1,"4.01"
122,-9,"SAU",670,1,7,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"TUN",616,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"UKG",200,26,6,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"SUD",625,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"EGY",651,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"JOR",663,10,9,1961,28,2,1962,0,0,0,-9,0,0,7,3,0,"4.01"
122,-9,"KUW",690,25,6,1961,28,2,1962,0,0,0,-9,0,0,10,3,1,"4.01"
122,-9,"IRQ",645,25,6,1961,28,2,1962,1,1,1,-9,0,0,11,3,1,"4.01"
123,-9,"FRN",220,21,7,1845,26,3,1846,1,1,2,-9,1,-9,17,4,1,"4.01"
123,-9,"UKG",200,21,7,1845,26,3,1846,1,1,2,-9,1,-9,17,4,1,"4.01"
123,-9,"ARG",160,21,7,1845,26,3,1846,0,0,0,-9,3,150,17,4,1,"4.01"
125,-9,"EGY",651,14,5,1958,24,10,1958,0,0,0,-9,0,0,0,1,1,"4.01"
125,-9,"IRQ",645,15,7,1958,24,10,1958,0,0,0,-9,0,0,0,1,0,"4.01"
125,-9,"USR",365,17,5,1958,24,10,1958,0,0,0,-9,0,0,7,3,0,"4.01"
125,-9,"USA",2,14,5,1958,24,10,1958,1,1,2,-9,0,0,7,3,1,"4.01"
125,-9,"UKG",200,14,7,1958,24,10,1958,1,1,2,-9,0,0,8,3,0,"4.01"
126,-9,"TUR",640,-9,1,1853,25,2,1853,0,0,0,-9,0,0,0,1,1,"4.01"
126,-9,"USR",365,-9,2,1853,25,2,1853,1,1,2,-9,0,0,1,2,0,"4.01"
126,-9,"AUH",300,-9,1,1853,25,2,1853,1,1,2,-9,0,0,1,2,1,"4.01"
127,-9,"GMY",255,3,3,1921,11,5,1921,0,0,0,-9,0,0,0,1,1,"4.01"
127,-9,"ITA",325,5,5,1921,5,5,1921,1,0,0,-9,0,0,3,2,0,"4.01"
127,-9,"UKG",200,3,3,1921,11,5,1921,1,0,0,-9,0,0,14,4,1,"4.01"
127,-9,"BEL",211,3,3,1921,11,5,1921,1,0,0,-9,0,0,14,4,1,"4.01"
127,-9,"FRN",220,3,3,1921,11,5,1921,1,1,2,-9,0,0,14,4,1,"4.01"
128,-9,"TUR",640,11,1,1905,5,12,1905,0,0,0,-9,0,0,0,1,1,"4.01"
128,-9,"USR",365,11,1,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"4.01"
128,-9,"UKG",200,11,1,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"4.01"
128,-9,"FRN",220,11,1,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"4.01"
128,-9,"ITA",325,11,1,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"4.01"
128,-9,"AUH",300,11,1,1905,5,12,1905,1,1,2,-9,0,0,14,4,1,"4.01"
129,-9,"CHN",710,18,9,1931,31,5,1933,0,0,0,-9,6,-9,20,5,1,"4.01"
129,-9,"JPN",740,18,9,1931,31,5,1933,1,1,1,-9,6,-9,20,5,1,"4.01"
131,-9,"KOR",730,14,9,1899,1,4,1900,0,0,0,-9,0,0,0,1,1,"4.01"
131,-9,"USR",365,14,9,1899,1,4,1900,1,1,4,-9,0,0,7,3,1,"4.01"
131,-9,"JPN",740,16,3,1900,1,4,1900,0,0,0,-9,0,0,10,3,0,"4.01"
133,-9,"ITA",325,13,1,1923,15,1,1923,0,0,0,-9,-9,-9,7,3,0,"4.01"
133,-9,"UKG",200,13,1,1923,15,1,1923,0,0,0,-9,-9,-9,7,3,0,"4.01"
133,-9,"LIT",368,11,1,1923,15,1,1923,1,1,1,-9,-9,-9,14,4,1,"4.01"
133,-9,"FRN",220,11,1,1923,15,1,1923,0,0,0,-9,-9,-9,17,4,1,"4.01"
134,-9,"LIT",368,20,3,1939,23,3,1939,0,0,0,-9,0,0,0,1,1,"4.01"
134,-9,"GMY",255,20,3,1939,23,3,1939,1,1,1,-9,0,0,14,4,1,"4.01"
135,-9,"SPN",230,31,10,1861,8,4,1862,1,1,3,-9,-9,-9,14,4,1,"4.01"
135,-9,"UKG",200,31,10,1861,8,4,1862,1,1,3,-9,-9,-9,14,4,1,"4.01"
135,-9,"FRN",220,31,10,1861,5,2,1867,1,1,3,-9,6,-9,20,5,1,"4.01"
135,-9,"MEX",70,31,10,1861,5,2,1867,0,0,0,-9,6,-9,20,5,1,"4.01"
136,-9,"USA",2,15,7,1913,23,11,1914,0,1,3,-9,2,-9,17,4,1,"4.01"
136,-9,"MEX",70,15,7,1913,23,11,1914,1,0,0,-9,4,-9,15,4,1,"4.01"
137,-9,"POR",235,4,5,1831,13,5,1831,0,0,0,-9,0,0,0,1,1,"4.01"
137,-9,"UKG",200,4,5,1831,13,5,1831,1,1,2,-9,0,0,7,3,1,"4.01"
139,-9,"JPN",740,18,1,1935,2,2,1935,0,1,1,-9,1,-9,17,4,1,"4.01"
139,-9,"CHN",710,18,1,1935,2,2,1935,1,0,0,-9,2,-9,17,4,1,"4.01"
141,-9,"GMY",255,14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"4.01"
141,-9,"ITA",325,14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"4.01"
141,-9,"USR",365,14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"4.01"
141,-9,"FRN",220,-9,7,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"4.01"
141,-9,"UKG",200,7,6,1880,25,11,1880,1,1,2,-9,0,0,7,3,1,"4.01"
141,-9,"AUH",300,14,9,1880,25,11,1880,1,1,2,-9,0,0,7,3,0,"4.01"
141,-9,"TUR",640,7,6,1880,25,11,1880,0,0,0,-9,0,0,8,3,1,"4.01"
141,-9,"GRC",350,16,6,1880,25,11,1880,1,1,2,-9,0,0,10,3,0,"4.01"
142,-9,"USR",365,-9,7,1821,-9,7,1821,1,1,2,-9,0,0,7,3,1,"4.01"
142,-9,"TUR",640,-9,7,1821,-9,7,1821,0,0,0,-9,0,0,0,1,1,"4.01"
144,-9,"UKG",200,13,7,1854,-9,10,1854,0,0,0,-9,0,0,7,3,1,"4.01"
144,-9,"USA",2,13,7,1854,-9,10,1854,1,1,2,-9,0,0,16,4,1,"4.01"
145,-9,"CHN",710,5,1,1927,28,3,1927,0,0,0,-9,-9,-9,17,4,1,"4.01"
145,-9,"UKG",200,5,1,1927,28,3,1927,1,1,2,-9,-9,-9,17,4,1,"4.01"
145,-9,"ITA",325,8,2,1927,28,3,1927,1,0,0,-9,-9,-9,17,4,0,"4.01"
145,-9,"USA",2,24,3,1927,28,3,1927,1,1,2,-9,-9,-9,16,4,0,"4.01"
145,-9,"POR",235,20,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"4.01"
145,-9,"SPN",230,20,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"4.01"
145,-9,"FRN",220,24,1,1927,28,3,1927,1,0,0,-9,0,0,7,3,0,"4.01"
